code,name,description,refreshed_at,from_date,to_date
SOLAR_CAP_RUS,Solar Power Capacity - Russian Federation,Solar Power Capacity - Russian Federation. Megawatts. Renewable energy. Cumulative installed photovoltaic (PV) power.,22-05-2021 04:00,31-12-1996,31-12-2019
SOLAR_CAP_SVK,Solar Power Capacity - Slovakia,Solar Power Capacity - Slovakia. Megawatts. Renewable energy. Cumulative installed photovoltaic (PV) power.,22-05-2021 04:00,31-12-1996,31-12-2019
SOLAR_CAP_SWE,Solar Power Capacity - Sweden,Solar Power Capacity - Sweden. Megawatts. Renewable energy. Cumulative installed photovoltaic (PV) power.,22-05-2021 04:00,31-12-1996,31-12-2019
SOLAR_CAP_TAFR,Solar Power Capacity - Total Africa,Solar Power Capacity - Total Africa. Megawatts. Renewable energy. Cumulative installed photovoltaic (PV) power.,22-05-2021 04:00,31-12-1996,31-12-2019
SOLAR_CAP_TASP,Solar Power Capacity - Total Asia Pacific,Solar Power Capacity - Total Asia Pacific. Megawatts. Renewable energy. Cumulative installed photovoltaic (PV) power.,22-05-2021 04:00,31-12-1996,31-12-2019
SOLAR_CAP_TEUE,Solar Power Capacity - Total Europe & Eurasia,Solar Power Capacity - Total Europe & Eurasia. Megawatts. Renewable energy. Cumulative installed photovoltaic (PV) power.,22-09-2018 04:06,31-12-1997,31-12-2016
SOLAR_CAP_THA,Solar Power Capacity - Thailand,Solar Power Capacity - Thailand. Megawatts. Renewable energy. Cumulative installed photovoltaic (PV) power.,22-05-2021 04:00,31-12-1996,31-12-2019
SOLAR_CAP_TUR,Solar Power Capacity - Turkey,Solar Power Capacity - Turkey. Megawatts. Renewable energy. Cumulative installed photovoltaic (PV) power.,22-05-2021 04:00,31-12-1996,31-12-2019
SOLAR_CAP_TWN,Solar Power Capacity - Taiwan,Solar Power Capacity - Taiwan. Megawatts. Renewable energy. Cumulative installed photovoltaic (PV) power.,22-05-2021 04:00,31-12-1996,31-12-2019
SOLAR_CAP_UKR,Solar Power Capacity - Ukraine,Solar Power Capacity - Ukraine. Megawatts. Renewable energy. Cumulative installed photovoltaic (PV) power.,22-05-2021 04:00,31-12-1996,31-12-2019
SOLAR_CAP_USA,Solar Power Capacity - USA,Solar Power Capacity - USA. Megawatts. Renewable energy. Cumulative installed photovoltaic (PV) power.,22-05-2021 04:00,31-12-1996,31-12-2019
SOLAR_CAP_WRLD,Solar Power Capacity - Total World,Solar Power Capacity - Total World. Megawatts. Renewable energy. Cumulative installed photovoltaic (PV) power.,22-05-2021 04:00,31-12-1996,31-12-2019
SOLAR_CAP_ZAF,Solar Power Capacity - South Africa,Solar Power Capacity - South Africa. Megawatts. Renewable energy. Cumulative installed photovoltaic (PV) power.,22-05-2021 04:00,31-12-1996,31-12-2019
SOLAR_CONSUM_ARE,Solar Power Consumption - United Arab Emirates,Solar Power Consumption - United Arab Emirates. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_ARG,Solar Power Consumption - Argentina,Solar Power Consumption - Argentina. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_AUS,Solar Power Consumption - Australia,Solar Power Consumption - Australia. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_AUT,Solar Power Consumption - Austria,Solar Power Consumption - Austria. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_AZE,Solar Power Consumption - Azerbaijan,Solar Power Consumption - Azerbaijan. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1985,31-12-2017
SOLAR_CONSUM_BEL,Solar Power Consumption - Belgium,Solar Power Consumption - Belgium. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_BGD,Solar Power Consumption - Bangladesh,Solar Power Consumption - Bangladesh. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_BGR,Solar Power Consumption - Bulgaria,Solar Power Consumption - Bulgaria. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_BLR,Solar Power Consumption - Belarus,Solar Power Consumption - Belarus. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1985,31-12-2017
SOLAR_CONSUM_BRA,Solar Power Consumption - Brazil,Solar Power Consumption - Brazil. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_CAN,Solar Power Consumption - Canada,Solar Power Consumption - Canada. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_CESA,Solar Power Consumption - Total S. & Cent. America,Solar Power Consumption - Total S. & Cent. America. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_CHE,Solar Power Consumption - Switzerland,Solar Power Consumption - Switzerland. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_CHL,Solar Power Consumption - Chile,Solar Power Consumption - Chile. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_CHN,Solar Power Consumption - China,Solar Power Consumption - China. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_COL,Solar Power Consumption - Colombia,Solar Power Consumption - Colombia. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_CYP,Solar Power Consumption - Cyprus,Solar Power Consumption - Cyprus. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_CZE,Solar Power Consumption - Czech Republic,Solar Power Consumption - Czech Republic. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_DEU,Solar Power Consumption - Germany,Solar Power Consumption - Germany. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_DNK,Solar Power Consumption - Denmark,Solar Power Consumption - Denmark. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_DZA,Solar Power Consumption - Algeria,Solar Power Consumption - Algeria. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_ECU,Solar Power Consumption - Ecuador,Solar Power Consumption - Ecuador. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_EGY,Solar Power Consumption - Egypt,Solar Power Consumption - Egypt. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_ESP,Solar Power Consumption - Spain,Solar Power Consumption - Spain. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_EST,Solar Power Consumption - Estonia,Solar Power Consumption - Estonia. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1985,31-12-2017
SOLAR_CONSUM_EUR,Solar Power Consumption - Total Europe,Solar Power Consumption - Total Europe. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_FIN,Solar Power Consumption - Finland,Solar Power Consumption - Finland. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_FRA,Solar Power Consumption - France,Solar Power Consumption - France. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_GBR,Solar Power Consumption - United Kingdom,Solar Power Consumption - United Kingdom. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_GRC,Solar Power Consumption - Greece,Solar Power Consumption - Greece. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_HKG,Solar Power Consumption - China Hong Kong SAR,Solar Power Consumption - China Hong Kong SAR. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_HRV,Solar Power Consumption - Croatia,Solar Power Consumption - Croatia. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1990,31-12-2017
SOLAR_CONSUM_HUN,Solar Power Consumption - Hungary,Solar Power Consumption - Hungary. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_IDN,Solar Power Consumption - Indonesia,Solar Power Consumption - Indonesia. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_IND,Solar Power Consumption - India,Solar Power Consumption - India. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_IRL,Solar Power Consumption - Ireland,Solar Power Consumption - Ireland. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_IRN,Solar Power Consumption - Iran,Solar Power Consumption - Iran. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_IRQ,Solar Power Consumption - Iraq,Solar Power Consumption - Iraq. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_ISL,Solar Power Consumption - Iceland,Solar Power Consumption - Iceland. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_ISR,Solar Power Consumption - Israel,Solar Power Consumption - Israel. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_ITA,Solar Power Consumption - Italy,Solar Power Consumption - Italy. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_JPN,Solar Power Consumption - Japan,Solar Power Consumption - Japan. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_KAZ,Solar Power Consumption - Kazakhstan,Solar Power Consumption - Kazakhstan. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1985,31-12-2017
SOLAR_CONSUM_KOR,Solar Power Consumption - South Korea,Solar Power Consumption - South Korea. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_KWT,Solar Power Consumption - Kuwait,Solar Power Consumption - Kuwait. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_LKA,Solar Power Consumption - Sri Lanka,Solar Power Consumption - Sri Lanka. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_LTU,Solar Power Consumption - Lithuania,Solar Power Consumption - Lithuania. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1985,31-12-2017
SOLAR_CONSUM_LUX,Solar Power Consumption - Luxembourg,Solar Power Consumption - Luxembourg. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_LVA,Solar Power Consumption - Latvia,Solar Power Consumption - Latvia. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1985,31-12-2017
SOLAR_CONSUM_MAR,Solar Power Consumption - Morocco,Solar Power Consumption - Morocco. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_MEX,Solar Power Consumption - Mexico,Solar Power Consumption - Mexico. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_MIDE,Solar Power Consumption - Total Middle East,Solar Power Consumption - Total Middle East. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_MKD,Solar Power Consumption - Macedonia,Solar Power Consumption - Macedonia. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1990,31-12-2017
SOLAR_CONSUM_MYS,Solar Power Consumption - Malaysia,Solar Power Consumption - Malaysia. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_NLD,Solar Power Consumption - Netherlands,Solar Power Consumption - Netherlands. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_NOAM,Solar Power Consumption - Total North America,Solar Power Consumption - Total North America. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_NOR,Solar Power Consumption - Norway,Solar Power Consumption - Norway. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_NZL,Solar Power Consumption - New Zealand,Solar Power Consumption - New Zealand. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_OAFR,Solar Power Consumption - Other Africa,Solar Power Consumption - Other Africa. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-09-2018 04:06,31-12-1965,31-12-2016
SOLAR_CONSUM_O_ARE,Solar Power Consumption - Oil Equivalent - United Arab Emirates,Solar Power Consumption - Oil Equivalent - United Arab Emirates. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1965,31-12-2018
SOLAR_CONSUM_O_ARG,Solar Power Consumption - Oil Equivalent - Argentina,Solar Power Consumption - Oil Equivalent - Argentina. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1965,31-12-2018
SOLAR_CONSUM_OASP,Solar Power Consumption - Other Asia Pacific,Solar Power Consumption - Other Asia Pacific. Terawatt-hours. Renewable energy. Based on gross generation and not accounting for cross-border electricity supply. Annual changes and shares of total are based on data expressed in tonnes oil equivalent. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_O_AUS,Solar Power Consumption - Oil Equivalent - Australia,Solar Power Consumption - Oil Equivalent - Australia. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1965,31-12-2018
SOLAR_CONSUM_O_AUT,Solar Power Consumption - Oil Equivalent - Austria,Solar Power Consumption - Oil Equivalent - Austria. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1965,31-12-2018
SOLAR_CONSUM_O_AZE,Solar Power Consumption - Oil Equivalent - Azerbaijan,Solar Power Consumption - Oil Equivalent - Azerbaijan. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1985,31-12-2018
SOLAR_CONSUM_O_BEL,Solar Power Consumption - Oil Equivalent - Belgium,Solar Power Consumption - Oil Equivalent - Belgium. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1965,31-12-2018
SOLAR_CONSUM_O_BGD,Solar Power Consumption - Oil Equivalent - Bangladesh,Solar Power Consumption - Oil Equivalent - Bangladesh. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1965,31-12-2018
SOLAR_CONSUM_O_BGR,Solar Power Consumption - Oil Equivalent - Bulgaria,Solar Power Consumption - Oil Equivalent - Bulgaria. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1965,31-12-2018
SOLAR_CONSUM_O_BLR,Solar Power Consumption - Oil Equivalent - Belarus,Solar Power Consumption - Oil Equivalent - Belarus. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1985,31-12-2018
SOLAR_CONSUM_O_BRA,Solar Power Consumption - Oil Equivalent - Brazil,Solar Power Consumption - Oil Equivalent - Brazil. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1965,31-12-2018
SOLAR_CONSUM_O_CAN,Solar Power Consumption - Oil Equivalent - Canada,Solar Power Consumption - Oil Equivalent - Canada. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-01-2019 15:15,31-12-1965,31-12-2017
SOLAR_CONSUM_O_CESA,Solar Power Consumption - Oil Equivalent - Total S. & Cent. America,Solar Power Consumption - Oil Equivalent - Total S. & Cent. America. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1965,31-12-2018
SOLAR_CONSUM_O_CHE,Solar Power Consumption - Oil Equivalent - Switzerland,Solar Power Consumption - Oil Equivalent - Switzerland. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1965,31-12-2018
SOLAR_CONSUM_O_CHL,Solar Power Consumption - Oil Equivalent - Chile,Solar Power Consumption - Oil Equivalent - Chile. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1965,31-12-2018
SOLAR_CONSUM_O_CHN,Solar Power Consumption - Oil Equivalent - China,Solar Power Consumption - Oil Equivalent - China. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1965,31-12-2018
SOLAR_CONSUM_O_COL,Solar Power Consumption - Oil Equivalent - Colombia,Solar Power Consumption - Oil Equivalent - Colombia. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1965,31-12-2018
SOLAR_CONSUM_O_CYP,Solar Power Consumption - Oil Equivalent - Cyprus,Solar Power Consumption - Oil Equivalent - Cyprus. Million Tonnes oil equivalent. Based on gross generation and not accounting for cross-border electricity supply. Converted on the basis of thermal equivalence assuming 38% conversion efficiency in a modern thermal power station. Growth rates are adjusted for leap years.,22-08-2019 15:55,31-12-1965,31-12-2018
